Jumia,Jumia,https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=4120&s=58&guid=0000016f7f2f9c4599cafde15ffb678f&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_b56fd924&cb=1578386824443&jobListingId=3435970473,Nairobi,
AIG,AIG,https://www.glassdoor.com/partner/jobListing.htm?pos=303&ao=242900&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_34f42056&cb=1578386828474&jobListingId=3432714683,Nairobi,
Opera,Opera,https://www.glassdoor.com/partner/jobListing.htm?pos=304&ao=46442&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_ce41cf5d&cb=1578386828475&jobListingId=3451517446,Nairobi,
Poa Internet Kenya Limited,Poa Internet Kenya Limited,https://www.glassdoor.com/partner/jobListing.htm?pos=305&ao=46442&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_8f977c01&cb=1578386828476&jobListingId=3451531334,Nairobi,
iColo.io,iColo.io,https://www.glassdoor.com/partner/jobListing.htm?pos=306&ao=66506&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_487f8f01&cb=1578386828477&jobListingId=3430774108,Nairobi,
iColo.io,iColo.io,https://www.glassdoor.com/partner/jobListing.htm?pos=307&ao=66506&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_23822f5a&cb=1578386828477&jobListingId=3430774117,Nairobi,
Busara,Busara,https://www.glassdoor.com/partner/jobListing.htm?pos=308&ao=14295&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_024c5ab5&cb=1578386828478&jobListingId=3430782881,Nairobi,
Endeavor,Endeavor,https://www.glassdoor.com/partner/jobListing.htm?pos=309&ao=14295&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_cfcbb98a&cb=1578386828479&jobListingId=3324510533,Nairobi,
Ona,Ona,https://www.glassdoor.com/partner/jobListing.htm?pos=310&ao=4120&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_c2402138&cb=1578386828480&jobListingId=3205437314,Nairobi,
Busara,Busara,https://www.glassdoor.com/partner/jobListing.htm?pos=311&ao=14295&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_f228c852&cb=1578386828481&jobListingId=3430782964,Nairobi,
Andela,Andela,https://www.glassdoor.com/partner/jobListing.htm?pos=312&ao=8095&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_7beff202&cb=1578386828481&jobListingId=3327598920,Nairobi,
AIG,AIG,https://www.glassdoor.com/partner/jobListing.htm?pos=313&ao=242900&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_4e053553&cb=1578386828482&jobListingId=3431834451,Nairobi,
Recours Four Kenya Consultants Limited,Recours Four Kenya Consultants Limited,https://www.glassdoor.com/partner/jobListing.htm?pos=314&ao=4134&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_96041520&cb=1578386828483&jobListingId=3453598882,Nairobi,
Busara,Busara,https://www.glassdoor.com/partner/jobListing.htm?pos=315&ao=14295&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_c91e12ee&cb=1578386828484&jobListingId=3430782856,Nairobi,
Apollo Agriculture,Apollo Agriculture,https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=148364&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_a99a4e83&cb=1578386828484&jobListingId=3434147727,Nairobi,
iColo.io,iColo.io,https://www.glassdoor.com/partner/jobListing.htm?pos=317&ao=66506&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_78ccc08d&cb=1578386828485&jobListingId=3430774115,Nairobi,
Root Capital,Root Capital,https://www.glassdoor.com/partner/jobListing.htm?pos=318&ao=4120&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_a8455cb8&cb=1578386828486&jobListingId=3433573195,Nairobi,
World Food Programme,World Food Programme,https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=4127&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_04050549&cb=1578386828486&jobListingId=3453635057,Nairobi,
RSC Africa,RSC Africa,https://www.glassdoor.com/partner/jobListing.htm?pos=320&ao=4120&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_8f5627c2&cb=1578386828487&jobListingId=3452490326,Nairobi,
Microsoft,Microsoft,https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=37049&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_e22b7483&cb=1578386828488&jobListingId=3452958762,Nairobi,
RSC Africa,RSC Africa,https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=4120&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01973d88&cb=1578386828489&jobListingId=3452486750,Nairobi,
Palladium,Palladium,https://www.glassdoor.com/partner/jobListing.htm?pos=323&ao=4470&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_44f85e82&cb=1578386828489&jobListingId=3452871140,Nairobi,
By Appointment Africa,By Appointment Africa,https://www.glassdoor.com/partner/jobListing.htm?pos=324&ao=46442&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_fb7fe23e&cb=1578386828490&jobListingId=3451535022,Nairobi,
ALU,ALU,https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=8095&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_9ec334b2&cb=1578386828491&jobListingId=2849108004,Nairobi,
Brave Venture Labs,Brave Venture Labs,https://www.glassdoor.com/partner/jobListing.htm?pos=326&ao=215203&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_56c225df&cb=1578386828492&jobListingId=3382610884,Nairobi,
OneFi,OneFi,https://www.glassdoor.com/partner/jobListing.htm?pos=327&ao=66506&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_a0274d7a&cb=1578386828497&jobListingId=3430919882,Nairobi,
Brave Venture Labs,Brave Venture Labs,https://www.glassdoor.com/partner/jobListing.htm?pos=328&ao=215203&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_94a47a18&cb=1578386828498&jobListingId=3348958721,Nairobi,
Penda Health,Penda Health,https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=4341&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_f309a62c&cb=1578386828499&jobListingId=2747626760,Nairobi,
By Appointment Africa,By Appointment Africa,https://www.glassdoor.com/partner/jobListing.htm?pos=330&ao=46442&s=58&guid=0000016f7f2fabc397e2d1d5cb12dddf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_0d7a52d7&cb=1578386828500&jobListingId=3451531877,Nairobi,
Safaricom ,Safaricom ,https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=43297&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_207d864a&cb=1578386830208&jobListingId=3138625493,Nairobi,
Catholic Relief Services,Catholic Relief Services,https://www.glassdoor.com/partner/jobListing.htm?pos=402&ao=25074&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_1e347b32&cb=1578386830209&jobListingId=3453558652,Nairobi,
By Appointment Africa,By Appointment Africa,https://www.glassdoor.com/partner/jobListing.htm?pos=403&ao=46442&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_e04eb64e&cb=1578386830210&jobListingId=3451520183,Nairobi,
OneFi,OneFi,https://www.glassdoor.com/partner/jobListing.htm?pos=404&ao=66506&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_46801f94&cb=1578386830211&jobListingId=3430919875,Nairobi,
Brave Venture Labs,Brave Venture Labs,https://www.glassdoor.com/partner/jobListing.htm?pos=405&ao=215203&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_53d87211&cb=1578386830212&jobListingId=3271967356,Nairobi,
By Appointment Africa,By Appointment Africa,https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=46442&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_0a5a50bd&cb=1578386830218&jobListingId=3451522565,Nairobi,
Catholic Relief Services,Catholic Relief Services,https://www.glassdoor.com/partner/jobListing.htm?pos=407&ao=25074&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_f41d0a9e&cb=1578386830219&jobListingId=3453558574,Nairobi,
Brave Venture Labs,Brave Venture Labs,https://www.glassdoor.com/partner/jobListing.htm?pos=408&ao=215203&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_648f862b&cb=1578386830220&jobListingId=3380229106,Nairobi,
Africa's Talking,Africa's Talking,https://www.glassdoor.com/partner/jobListing.htm?pos=409&ao=66506&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_51aa62fe&cb=1578386830221&jobListingId=3430758772,Nairobi,
United Nations,United Nations,https://www.glassdoor.com/partner/jobListing.htm?pos=410&ao=4120&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_12e50d0c&cb=1578386830222&jobListingId=3451219971,Nairobi,
By Appointment Africa,By Appointment Africa,https://www.glassdoor.com/partner/jobListing.htm?pos=411&ao=46442&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_4e704ea6&cb=1578386830223&jobListingId=3451518816,Nairobi,
Catholic Relief Services,Catholic Relief Services,https://www.glassdoor.com/partner/jobListing.htm?pos=412&ao=25074&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_4d00e4d6&cb=1578386830224&jobListingId=3453558660,Nairobi,
Brave Venture Labs,Brave Venture Labs,https://www.glassdoor.com/partner/jobListing.htm?pos=413&ao=215203&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_006005a4&cb=1578386830225&jobListingId=3300463395,Nairobi,
Mezzanine,Mezzanine,https://www.glassdoor.com/partner/jobListing.htm?pos=414&ao=66506&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_5f92bf7d&cb=1578386830226&jobListingId=3430964372,Nairobi,
Safaricom ,Safaricom ,https://www.glassdoor.com/partner/jobListing.htm?pos=415&ao=43297&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_3e0ec5a6&cb=1578386830226&jobListingId=3130805839,Nairobi,
By Appointment Africa,By Appointment Africa,https://www.glassdoor.com/partner/jobListing.htm?pos=416&ao=46442&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_96f45bd4&cb=1578386830227&jobListingId=3451522361,Nairobi,
Brave Venture Labs,Brave Venture Labs,https://www.glassdoor.com/partner/jobListing.htm?pos=417&ao=215203&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_8754a25f&cb=1578386830233&jobListingId=3323887403,Nairobi,
Africa's Talking,Africa's Talking,https://www.glassdoor.com/partner/jobListing.htm?pos=418&ao=66506&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_2ae1f628&cb=1578386830234&jobListingId=3430758764,Nairobi,
AIG,AIG,https://www.glassdoor.com/partner/jobListing.htm?pos=419&ao=242900&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_220ce6c6&cb=1578386830235&jobListingId=3432949411,Nairobi,
iColo.io,iColo.io,https://www.glassdoor.com/partner/jobListing.htm?pos=420&ao=66506&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_c415fcfa&cb=1578386830235&jobListingId=3430774105,Nairobi,
Brave Venture Labs,Brave Venture Labs,https://www.glassdoor.com/partner/jobListing.htm?pos=421&ao=215203&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_de51440c&cb=1578386830236&jobListingId=3049656555,Nairobi,
Kenya Airways,Kenya Airways,https://www.glassdoor.com/partner/jobListing.htm?pos=422&ao=43297&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_74be7e48&cb=1578386830237&jobListingId=3301180360,Nairobi,
Recours Four Kenya Consultants Limited,Recours Four Kenya Consultants Limited,https://www.glassdoor.com/partner/jobListing.htm?pos=423&ao=4134&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_b958cdf1&cb=1578386830237&jobListingId=3452757891,Nairobi,
Finplus Group,Finplus Group,https://www.glassdoor.com/partner/jobListing.htm?pos=424&ao=46442&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_5cc59423&cb=1578386830238&jobListingId=3451522450,Nairobi,
AIG,AIG,https://www.glassdoor.com/partner/jobListing.htm?pos=425&ao=242900&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_e1188da8&cb=1578386830239&jobListingId=3432949414,Nairobi,
Recours Four Kenya Consultants Limited,Recours Four Kenya Consultants Limited,https://www.glassdoor.com/partner/jobListing.htm?pos=426&ao=4134&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_39e04e13&cb=1578386830239&jobListingId=3452757864,Nairobi,
Brave Venture Labs,Brave Venture Labs,https://www.glassdoor.com/partner/jobListing.htm?pos=427&ao=215203&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_f608a9c1&cb=1578386830240&jobListingId=3410222707,Nairobi,
Kenya Airways,Kenya Airways,https://www.glassdoor.com/partner/jobListing.htm?pos=428&ao=43297&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2d2b3c82&cb=1578386830241&jobListingId=3301180095,Nairobi,
United Nations,United Nations,https://www.glassdoor.com/partner/jobListing.htm?pos=429&ao=4120&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_0776c029&cb=1578386830242&jobListingId=3430545322,Nairobi,
TechnoServe,TechnoServe,https://www.glassdoor.com/partner/jobListing.htm?pos=430&ao=4121&s=58&guid=0000016f7f2fb2dbb77a80e699a3eacc&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_60a916c8&cb=1578386830242&jobListingId=3325307448,Nairobi,
United Nations,United Nations,https://www.glassdoor.com/partner/jobListing.htm?pos=0&ao=4120&s=58&guid=&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1i_d0c8d572&cb=1578386831695&jobListingId=3430545322,Nairobi,
Brave Venture Labs,Brave Venture Labs,https://www.glassdoor.com/partner/jobListing.htm?pos=0&ao=215203&s=58&guid=&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1i_13face36&cb=1578386831696&jobListingId=3324112104,Nairobi,
TechnoServe,TechnoServe,https://www.glassdoor.com/partner/jobListing.htm?pos=0&ao=4121&s=58&guid=&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1i_1eaed741&cb=1578386831697&jobListingId=3325307448,Nairobi,
Thebhub,Thebhub,https://www.glassdoor.com/partner/jobListing.htm?pos=0&ao=46442&s=58&guid=&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1i_2d4b3659&cb=1578386831698&jobListingId=3451531737,Nairobi,
Brave Venture Labs,Brave Venture Labs,https://www.glassdoor.com/partner/jobListing.htm?pos=0&ao=215203&s=58&guid=&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1i_8bc00bb8&cb=1578386831703&jobListingId=3430490837,Nairobi,
Andela,Andela,https://www.glassdoor.com/partner/jobListing.htm?pos=0&ao=8095&s=58&guid=&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1i_40308c2b&cb=1578386831705&jobListingId=3204152775,Nairobi,
